Start Time,2023-12-13 16:44:40.120,
-1.253304956,-10,1.253278629
-1.873785516,-10,1.87375945
-2.486871113,-10,2.486845411
-3.090142183,-10,3.090116946
-3.681217894,-10,3.681193221
-4.257765544,-10,4.257741533
-4.817509767,-10,4.817486513
-5.358241512,-10,5.358219107
-5.877826761,-10,5.877805293
-6.374214953,-10,6.374194507
-6.845447073,-10,6.845427729
-7.289663386,-10,7.289645221
-7.705110777,-10,7.705093862
-8.090149667,-10,8.09013407
-8.443260486,-10,8.443246268
-8.76304967,-10,8.763036886
-9.048255159,-10,9.04824386
-9.297751378,-10,9.29774161
-9.510553683,-10,9.510545483
-9.68582224,-10,9.685815641
-9.822865347,-10,9.822860375
-9.921142157,-10,9.921138831
-9.980264818,-10,9.980263152
-10,-10,10
-9.980269817,-10,9.980271483
-9.921152135,-10,9.921155461
-9.822880264,-10,9.822885236
-9.685842038,-10,9.685848637
-9.510578283,-10,9.510586483
-9.297780684,-10,9.297790452
-9.048289054,-10,9.048300352
-8.763088021,-10,8.763100805
-8.443303142,-10,8.443317361
-8.090196459,-10,8.090212057
-7.705161521,-10,7.705178435
-7.289717881,-10,7.289736046
-6.845505104,-10,6.845524448
-6.374276292,-10,6.374296738
-5.877891165,-10,5.877912633
-5.358308727,-10,5.358331132
-4.817579528,-10,4.817602781
-4.257837575,-10,4.257861585
-3.681291911,-10,3.681316583
-3.090217894,-10,3.090243131
-2.48694822,-10,2.486973922
-1.873863714,-10,1.873889779
-1.253383936,-10,1.253410263
-0.627957633,-10,0.627984116
0,-10,2.65359E-05
0.627904666,10,-0.627878182
1.253331283,10,-1.253304956
1.873811582,10,-1.873785516
2.486896815,10,-2.486871113
3.09016742,10,-3.090142183
3.681242566,10,-3.681217894
4.257789554,10,-4.257765544
4.81753302,10,-4.817509767
5.358263917,10,-5.358241512
5.877848229,10,-5.877826761
6.374235399,10,-6.374214953
6.845466417,10,-6.845447073
7.289681551,10,-7.289663386
7.705127692,10,-7.705110777
8.090165265,10,-8.090149667
8.443274705,10,-8.443260486
8.763062454,10,-8.76304967
9.048266457,10,-9.048255159
9.297761147,10,-9.297751378
9.510561883,10,-9.510553683
9.68582884,10,-9.68582224
9.822870319,10,-9.822865347
9.921145483,10,-9.921142157
9.980266484,10,-9.980264818
10,10,-10
9.980268151,10,-9.980269817
9.921148809,10,-9.921152135
9.822875292,10,-9.822880264
9.685835439,10,-9.685842038
9.510570083,10,-9.510578283
9.297770915,10,-9.297780684
9.048277756,10,-9.048289054
8.763075238,10,-8.763088021
8.443288924,10,-8.443303142
8.090180862,10,-8.090196459
7.705144606,10,-7.705161521
7.289699716,10,-7.289717881
6.845485761,10,-6.845505104
6.374255846,10,-6.374276292
5.877869697,10,-5.877891165
5.358286322,10,-5.358308727
4.817556274,10,-4.817579528
4.257813565,10,-4.257837575
3.681267239,10,-3.681291911
3.090192657,10,-3.090217894
2.486922518,10,-2.48694822
1.873837648,10,-1.873863714
1.253357609,10,-1.253383936
0.627931149,10,-0.627957633
2.65359E-05,10,-5.30718E-05
-0.627878182,-10,0.627851699
-1.253304956,-10,1.253278629
-1.873785516,-10,1.87375945
-2.486871113,-10,2.486845411
-3.090142183,-10,3.090116946
-3.681217894,-10,3.681193221
-4.257765544,-10,4.257741533
-4.817509767,-10,4.817486513
-5.358241512,-10,5.358219107
-5.877826761,-10,5.877805293
-6.374214953,-10,6.374194507
-6.845447073,-10,6.845427729
-7.289663386,-10,7.289645221
-7.705110777,-10,7.705093862
-8.090149667,-10,8.09013407
-8.443260486,-10,8.443246268
-8.76304967,-10,8.763036886
-9.048255159,-10,9.04824386
-9.297751378,-10,9.29774161
-9.510553683,-10,9.510545483
-9.68582224,-10,9.685815641
-9.822865347,-10,9.822860375
-9.921142157,-10,9.921138831
-9.980264818,-10,9.980263152
-10,-10,10
-9.980269817,-10,9.980271483
-9.921152135,-10,9.921155461
-9.822880264,-10,9.822885236
-9.685842038,-10,9.685848637
-9.510578283,-10,9.510586483
-9.297780684,-10,9.297790452
-9.048289054,-10,9.048300352
-8.763088021,-10,8.763100805
-8.443303142,-10,8.443317361
-8.090196459,-10,8.090212057
-7.705161521,-10,7.705178435
-7.289717881,-10,7.289736046
-6.845505104,-10,6.845524448
-6.374276292,-10,6.374296738
-5.877891165,-10,5.877912633
-5.358308727,-10,5.358331132
-4.817579528,-10,4.817602781
-4.257837575,-10,4.257861585
-3.681291911,-10,3.681316583
-3.090217894,-10,3.090243131
-2.48694822,-10,2.486973922
-1.873863714,-10,1.873889779
-1.253383936,-10,1.253410263
-0.627957633,-10,0.627984116
0,-10,2.65359E-05
0.627904666,10,-0.627878182
1.253331283,10,-1.253304956
1.873811582,10,-1.873785516
2.486896815,10,-2.486871113
3.09016742,10,-3.090142183
3.681242566,10,-3.681217894
4.257789554,10,-4.257765544
4.81753302,10,-4.817509767
5.358263917,10,-5.358241512
5.877848229,10,-5.877826761
6.374235399,10,-6.374214953
6.845466417,10,-6.845447073
7.289681551,10,-7.289663386
7.705127692,10,-7.705110777
8.090165265,10,-8.090149667
8.443274705,10,-8.443260486
8.763062454,10,-8.76304967
9.048266457,10,-9.048255159
9.297761147,10,-9.297751378
9.510561883,10,-9.510553683
9.68582884,10,-9.68582224
9.822870319,10,-9.822865347
9.921145483,10,-9.921142157
9.980266484,10,-9.980264818
10,10,-10
9.980268151,10,-9.980269817
9.921148809,10,-9.921152135
9.822875292,10,-9.822880264
9.685835439,10,-9.685842038
9.510570083,10,-9.510578283
9.297770915,10,-9.297780684
9.048277756,10,-9.048289054
8.763075238,10,-8.763088021
8.443288924,10,-8.443303142
8.090180862,10,-8.090196459
7.705144606,10,-7.705161521
7.289699716,10,-7.289717881
6.845485761,10,-6.845505104
6.374255846,10,-6.374276292
5.877869697,10,-5.877891165
5.358286322,10,-5.358308727
4.817556274,10,-4.817579528
4.257813565,10,-4.257837575
3.681267239,10,-3.681291911
3.090192657,10,-3.090217894
2.486922518,10,-2.48694822
1.873837648,10,-1.873863714
1.253357609,10,-1.253383936
0.627931149,10,-0.627957633
2.65359E-05,10,-5.30718E-05
-0.627878182,-10,0.627851699
-1.253304956,-10,1.253278629
-1.873785516,-10,1.87375945
-2.486871113,-10,2.486845411
-3.090142183,-10,3.090116946
-3.681217894,-10,3.681193221
-4.257765544,-10,4.257741533
-4.817509767,-10,4.817486513
-5.358241512,-10,5.358219107
-5.877826761,-10,5.877805293
-6.374214953,-10,6.374194507
-6.845447073,-10,6.845427729
-7.289663386,-10,7.289645221
-7.705110777,-10,7.705093862
-8.090149667,-10,8.09013407
-8.443260486,-10,8.443246268
-8.76304967,-10,8.763036886
-9.048255159,-10,9.04824386
-9.297751378,-10,9.29774161
-9.510553683,-10,9.510545483
-9.68582224,-10,9.685815641
-9.822865347,-10,9.822860375
-9.921142157,-10,9.921138831
-9.980264818,-10,9.980263152
-10,-10,10
-9.980269817,-10,9.980271483
-9.921152135,-10,9.921155461
-9.822880264,-10,9.822885236
-9.685842038,-10,9.685848637
-9.510578283,-10,9.510586483
-9.297780684,-10,9.297790452
-9.048289054,-10,9.048300352
-8.763088021,-10,8.763100805
-8.443303142,-10,8.443317361
-8.090196459,-10,8.090212057
-7.705161521,-10,7.705178435
-7.289717881,-10,7.289736046
-6.845505104,-10,6.845524448
-6.374276292,-10,6.374296738
-5.877891165,-10,5.877912633
-5.358308727,-10,5.358331132
-4.817579528,-10,4.817602781
-4.257837575,-10,4.257861585
-3.681291911,-10,3.681316583
-3.090217894,-10,3.090243131
-2.48694822,-10,2.486973922
-1.873863714,-10,1.873889779
-1.253383936,-10,1.253410263
-0.627957633,-10,0.627984116
0,-10,2.65359E-05
0.627904666,10,-0.627878182
1.253331283,10,-1.253304956
1.873811582,10,-1.873785516
2.486896815,10,-2.486871113
3.09016742,10,-3.090142183
3.681242566,10,-3.681217894
4.257789554,10,-4.257765544
4.81753302,10,-4.817509767
5.358263917,10,-5.358241512
5.877848229,10,-5.877826761
6.374235399,10,-6.374214953
6.845466417,10,-6.845447073
7.289681551,10,-7.289663386
7.705127692,10,-7.705110777
8.090165265,10,-8.090149667
8.443274705,10,-8.443260486
8.763062454,10,-8.76304967
9.048266457,10,-9.048255159
9.297761147,10,-9.297751378
9.510561883,10,-9.510553683
9.68582884,10,-9.68582224
9.822870319,10,-9.822865347
9.921145483,10,-9.921142157
9.980266484,10,-9.980264818
10,10,-10
9.980268151,10,-9.980269817
9.921148809,10,-9.921152135
9.822875292,10,-9.822880264
9.685835439,10,-9.685842038
9.510570083,10,-9.510578283
9.297770915,10,-9.297780684
9.048277756,10,-9.048289054
8.763075238,10,-8.763088021
8.443288924,10,-8.443303142
8.090180862,10,-8.090196459
7.705144606,10,-7.705161521
7.289699716,10,-7.289717881
6.845485761,10,-6.845505104
6.374255846,10,-6.374276292
5.877869697,10,-5.877891165
5.358286322,10,-5.358308727
4.817556274,10,-4.817579528
4.257813565,10,-4.257837575
3.681267239,10,-3.681291911
3.090192657,10,-3.090217894
2.486922518,10,-2.48694822
1.873837648,10,-1.873863714
1.253357609,10,-1.253383936
0.627931149,10,-0.627957633
2.65359E-05,10,-5.30718E-05
-0.627878182,-10,0.627851699
-1.253304956,-10,1.253278629
-1.873785516,-10,1.87375945
-2.486871113,-10,2.486845411
-3.090142183,-10,3.090116946
-3.681217894,-10,3.681193221
-4.257765544,-10,4.257741533
-4.817509767,-10,4.817486513
-5.358241512,-10,5.358219107
-5.877826761,-10,5.877805293
-6.374214953,-10,6.374194507
-6.845447073,-10,6.845427729
-7.289663386,-10,7.289645221
-7.705110777,-10,7.705093862
-8.090149667,-10,8.09013407
-8.443260486,-10,8.443246268
-8.76304967,-10,8.763036886
-9.048255159,-10,9.04824386
-9.297751378,-10,9.29774161
-9.510553683,-10,9.510545483
-9.68582224,-10,9.685815641
-9.822865347,-10,9.822860375
-9.921142157,-10,9.921138831
-9.980264818,-10,9.980263152
-10,-10,10
-9.980269817,-10,9.980271483
-9.921152135,-10,9.921155461
-9.822880264,-10,9.822885236
-9.685842038,-10,9.685848637
-9.510578283,-10,9.510586483
-9.297780684,-10,9.297790452
-9.048289054,-10,9.048300352
-8.763088021,-10,8.763100805
-8.443303142,-10,8.443317361
-8.090196459,-10,8.090212057
-7.705161521,-10,7.705178435
-7.289717881,-10,7.289736046
-6.845505104,-10,6.845524448
-6.374276292,-10,6.374296738
-5.877891165,-10,5.877912633
-5.358308727,-10,5.358331132
-4.817579528,-10,4.817602781
-4.257837575,-10,4.257861585
-3.681291911,-10,3.681316583
-3.090217894,-10,3.090243131
-2.48694822,-10,2.486973922
-1.873863714,-10,1.873889779
-1.253383936,-10,1.253410263
-0.627957633,-10,0.627984116
0,-10,2.65359E-05
0.627904666,10,-0.627878182
1.253331283,10,-1.253304956
1.873811582,10,-1.873785516
2.486896815,10,-2.486871113
3.09016742,10,-3.090142183
3.681242566,10,-3.681217894
4.257789554,10,-4.257765544
4.81753302,10,-4.817509767
5.358263917,10,-5.358241512
5.877848229,10,-5.877826761
6.374235399,10,-6.374214953
6.845466417,10,-6.845447073
7.289681551,10,-7.289663386
7.705127692,10,-7.705110777
8.090165265,10,-8.090149667
8.443274705,10,-8.443260486
8.763062454,10,-8.76304967
9.048266457,10,-9.048255159
9.297761147,10,-9.297751378
9.510561883,10,-9.510553683
9.68582884,10,-9.68582224
9.822870319,10,-9.822865347
9.921145483,10,-9.921142157
9.980266484,10,-9.980264818
10,10,-10
9.980268151,10,-9.980269817
9.921148809,10,-9.921152135
9.822875292,10,-9.822880264
9.685835439,10,-9.685842038
9.510570083,10,-9.510578283
9.297770915,10,-9.297780684
9.048277756,10,-9.048289054
8.763075238,10,-8.763088021
8.443288924,10,-8.443303142
8.090180862,10,-8.090196459
7.705144606,10,-7.705161521
7.289699716,10,-7.289717881
6.845485761,10,-6.845505104
6.374255846,10,-6.374276292
5.877869697,10,-5.877891165
5.358286322,10,-5.358308727
4.817556274,10,-4.817579528
4.257813565,10,-4.257837575
3.681267239,10,-3.681291911
3.090192657,10,-3.090217894
2.486922518,10,-2.48694822
1.873837648,10,-1.873863714
1.253357609,10,-1.253383936
0.627931149,10,-0.627957633
2.65359E-05,10,-5.30718E-05
-0.627878182,-10,0.627851699
-1.253304956,-10,1.253278629
-1.873785516,-10,1.87375945
-2.486871113,-10,2.486845411
-3.090142183,-10,3.090116946
-3.681217894,-10,3.681193221
-4.257765544,-10,4.257741533
-4.817509767,-10,4.817486513
-5.358241512,-10,5.358219107
-5.877826761,-10,5.877805293
-6.374214953,-10,6.374194507
-6.845447073,-10,6.845427729
-7.289663386,-10,7.289645221
-7.705110777,-10,7.705093862
-8.090149667,-10,8.09013407
-8.443260486,-10,8.443246268
-8.76304967,-10,8.763036886
-9.048255159,-10,9.04824386
-9.297751378,-10,9.29774161
-9.510553683,-10,9.510545483
-9.68582224,-10,9.685815641
-9.822865347,-10,9.822860375
-9.921142157,-10,9.921138831
-9.980264818,-10,9.980263152
-10,-10,10
-9.980269817,-10,9.980271483
-9.921152135,-10,9.921155461
-9.822880264,-10,9.822885236
-9.685842038,-10,9.685848637
-9.510578283,-10,9.510586483
-9.297780684,-10,9.297790452
-9.048289054,-10,9.048300352
-8.763088021,-10,8.763100805
-8.443303142,-10,8.443317361
-8.090196459,-10,8.090212057
-7.705161521,-10,7.705178435
-7.289717881,-10,7.289736046
-6.845505104,-10,6.845524448
-6.374276292,-10,6.374296738
-5.877891165,-10,5.877912633
-5.358308727,-10,5.358331132
-4.817579528,-10,4.817602781
-4.257837575,-10,4.257861585
-3.681291911,-10,3.681316583
-3.090217894,-10,3.090243131
-2.48694822,-10,2.486973922
-1.873863714,-10,1.873889779
-1.253383936,-10,1.253410263
-0.627957633,-10,0.627984116
0,-10,2.65359E-05
0.627904666,10,-0.627878182
1.253331283,10,-1.253304956
1.873811582,10,-1.873785516
2.486896815,10,-2.486871113
3.09016742,10,-3.090142183
3.681242566,10,-3.681217894
4.257789554,10,-4.257765544
4.81753302,10,-4.817509767
5.358263917,10,-5.358241512
5.877848229,10,-5.877826761
6.374235399,10,-6.374214953
6.845466417,10,-6.845447073
7.289681551,10,-7.289663386
7.705127692,10,-7.705110777
8.090165265,10,-8.090149667
8.443274705,10,-8.443260486
8.763062454,10,-8.76304967
9.048266457,10,-9.048255159
9.297761147,10,-9.297751378
9.510561883,10,-9.510553683
9.68582884,10,-9.68582224
9.822870319,10,-9.822865347
9.921145483,10,-9.921142157
9.980266484,10,-9.980264818
10,10,-10
9.980268151,10,-9.980269817
9.921148809,10,-9.921152135
9.822875292,10,-9.822880264
9.685835439,10,-9.685842038
9.510570083,10,-9.510578283
9.297770915,10,-9.297780684
9.048277756,10,-9.048289054
8.763075238,10,-8.763088021
8.443288924,10,-8.443303142
8.090180862,10,-8.090196459
7.705144606,10,-7.705161521
7.289699716,10,-7.289717881
6.845485761,10,-6.845505104
6.374255846,10,-6.374276292
5.877869697,10,-5.877891165
5.358286322,10,-5.358308727
4.817556274,10,-4.817579528
4.257813565,10,-4.257837575
3.681267239,10,-3.681291911
3.090192657,10,-3.090217894
2.486922518,10,-2.48694822
1.873837648,10,-1.873863714
1.253357609,10,-1.253383936
0.627931149,10,-0.627957633
2.65359E-05,10,-5.30718E-05
-0.627878182,-10,0.627851699
-1.253304956,-10,1.253278629
-1.873785516,-10,1.87375945
-2.486871113,-10,2.486845411
-3.090142183,-10,3.090116946
-3.681217894,-10,3.681193221
-4.257765544,-10,4.257741533
-4.817509767,-10,4.817486513
-5.358241512,-10,5.358219107
-5.877826761,-10,5.877805293
-6.374214953,-10,6.374194507
-6.845447073,-10,6.845427729
-7.289663386,-10,7.289645221
-7.705110777,-10,7.705093862
-8.090149667,-10,8.09013407
-8.443260486,-10,8.443246268
-8.76304967,-10,8.763036886
-9.048255159,-10,9.04824386
-9.297751378,-10,9.29774161
-9.510553683,-10,9.510545483
-9.68582224,-10,9.685815641
-9.822865347,-10,9.822860375
-9.921142157,-10,9.921138831
-9.980264818,-10,9.980263152
-10,-10,10
-9.980269817,-10,9.980271483
-9.921152135,-10,9.921155461
-9.822880264,-10,9.822885236
-9.685842038,-10,9.685848637
-9.510578283,-10,9.510586483
-9.297780684,-10,9.297790452
-9.048289054,-10,9.048300352
-8.763088021,-10,8.763100805
-8.443303142,-10,8.443317361
-8.090196459,-10,8.090212057
-7.705161521,-10,7.705178435
-7.289717881,-10,7.289736046
-6.845505104,-10,6.845524448
-6.374276292,-10,6.374296738
-5.877891165,-10,5.877912633
-5.358308727,-10,5.358331132
-4.817579528,-10,4.817602781
-4.257837575,-10,4.257861585
-3.681291911,-10,3.681316583
-3.090217894,-10,3.090243131
-2.48694822,-10,2.486973922
-1.873863714,-10,1.873889779
-1.253383936,-10,1.253410263
-0.627957633,-10,0.627984116
0,-10,2.65359E-05
0.627904666,10,-0.627878182
1.253331283,10,-1.253304956
1.873811582,10,-1.873785516
2.486896815,10,-2.486871113
3.09016742,10,-3.090142183
3.681242566,10,-3.681217894
4.257789554,10,-4.257765544
4.81753302,10,-4.817509767
5.358263917,10,-5.358241512
5.877848229,10,-5.877826761
6.374235399,10,-6.374214953
6.845466417,10,-6.845447073
7.289681551,10,-7.289663386
7.705127692,10,-7.705110777
8.090165265,10,-8.090149667
8.443274705,10,-8.443260486
8.763062454,10,-8.76304967
9.048266457,10,-9.048255159
9.297761147,10,-9.297751378
9.510561883,10,-9.510553683
9.68582884,10,-9.68582224
9.822870319,10,-9.822865347
9.921145483,10,-9.921142157
9.980266484,10,-9.980264818
10,10,-10
9.980268151,10,-9.980269817
9.921148809,10,-9.921152135
9.822875292,10,-9.822880264
9.685835439,10,-9.685842038
9.510570083,10,-9.510578283
9.297770915,10,-9.297780684
9.048277756,10,-9.048289054
8.763075238,10,-8.763088021
8.443288924,10,-8.443303142
8.090180862,10,-8.090196459
7.705144606,10,-7.705161521
7.289699716,10,-7.289717881
6.845485761,10,-6.845505104
6.374255846,10,-6.374276292
5.877869697,10,-5.877891165
5.358286322,10,-5.358308727
4.817556274,10,-4.817579528
4.257813565,10,-4.257837575
3.681267239,10,-3.681291911
3.090192657,10,-3.090217894
2.486922518,10,-2.48694822
1.873837648,10,-1.873863714
1.253357609,10,-1.253383936
0.627931149,10,-0.627957633
2.65359E-05,10,-5.30718E-05
-0.627878182,-10,0.627851699
-1.253304956,-10,1.253278629
-1.873785516,-10,1.87375945
-2.486871113,-10,2.486845411
-3.090142183,-10,3.090116946
-3.681217894,-10,3.681193221
-4.257765544,-10,4.257741533
